ppd_id,PlanName,StateAbbrev,planf,ActAssets_AVA_2014,ActAssets_AVA_2015,ActAssets_AVA_2016,ActAssets_GASB_2014,ActAssets_GASB_2015,ActAssets_GASB_2016,ActAssets_Smooth_2014,ActAssets_Smooth_2015,ActAssets_Smooth_2016,actives_tot_2014,actives_tot_2015,actives_tot_2016,ActiveSalaries_2014,ActiveSalaries_2015,ActiveSalaries_2016,ActLiabilities_GASB_2014,ActLiabilities_GASB_2015,ActLiabilities_GASB_2016,beneficiaries_tot_2014,beneficiaries_tot_2015,beneficiaries_tot_2016,BeneficiaryBenefit_avg_2014,BeneficiaryBenefit_avg_2015,BeneficiaryBenefit_avg_2016,benefits_tot_2014,benefits_tot_2015,benefits_tot_2016,contrib_EE_regular_2014,contrib_EE_regular_2015,contrib_EE_regular_2016,CoveredPayroll_GASB67_2014,CoveredPayroll_GASB67_2015,CoveredPayroll_GASB67_2016,expense_TotBenefits_2014,expense_TotBenefits_2015,expense_TotBenefits_2016,InflationAssumption_GASB_2014,InflationAssumption_GASB_2015,InflationAssumption_GASB_2016,InvestmentReturnAssumption_GASB_2014,InvestmentReturnAssumption_GASB_2015,InvestmentReturnAssumption_GASB_2016,MktAssets_net_2014,MktAssets_net_2015,MktAssets_net_2016,NetPosition_2014,NetPosition_2015,NetPosition_2016,payroll_2014,payroll_2015,payroll_2016,TotalPensionLiability_2014,TotalPensionLiability_2015,TotalPensionLiability_2016,UAAL_GASB_2014,UAAL_GASB_2015,UAAL_GASB_2016,al,al_source,payroll,payroll_source,assets.mv,assets.mv_source,assets.av,assets.av_source,uaal,uaal_source,actives,actives_source,beneficiaries,beneficiaries_source,benefits,benefits_source,avgbenefit.ppd,avgbenefit.ppd_source,discount,discount_source,infl.ppd,infl.ppd_source,eec,eec_source,avgsalary,avgbenefit,avgbenefit_best,eecRate.ppd_calc,AssetSmoothingPeriod_GASB_2014,AssetSmoothingPeriod_GASB_2015,AssetSmoothingPeriod_GASB_2016,openclosedf_2014,openclosedf_2015,openclosedf_2016,pctdollf_2014,pctdollf_2015,pctdollf_2016,UAALAmortPeriod_GASB_2014,UAALAmortPeriod_GASB_2015,UAALAmortPeriod_GASB_2016,assetperiod,assetperiod_source,openclosedf,openclosedf_source,pctdollf,pctdollf_source,amortperiod,amortperiod_source
64,Missouri Teachers,MO,Teachers,NA,NA,NA,31846599,34073415,35419278,31846599.39,34073415.23,NA,75168,78314,78129,4425568,4508242,4556137,38483184,40610540,41744619,54486,60309,58020,39.14242554,37.53928757,40.67029572,2132714.25,2263957,2359690.5,679390.918,689187.215,704785.734,4441309.441,4530516.545,4620370.228,2180546.938,2270258.828,2376276.333,0.025,0.025,0.0225,0.08,0.08,0.0775,34380608.56,34837679.51,34303969.83,34380608.56,34837679.51,34303969.83,4425568,4508242,4556137,38483183.93,40610539.62,41744618.66,6636585,6537125,6325341,41744619,ActLiabilities_GASB_2016,4556137,payroll_2016,34303969.83,MktAssets_net_2016,35419278,ActAssets_GASB_2016,6325341,UAAL_GASB_2016,78129,actives_tot_2016,58020,beneficiaries_tot_2016,2359690.5,benefits_tot_2016,40670.29572,BeneficiaryBenefit_avg_2016,0.0775,InvestmentReturnAssumption_GASB_2016,0.0225,InflationAssumption_GASB_2016,704785734,contrib_EE_regular_2016,58315.56784,40670.29473,40670.29473,0.15468932,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,24.2,22.1,24.6,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,24.6,UAALAmortPeriod_GASB_2016
65,Montana PERS,MT,General-S&L,NA,NA,NA,4595805,4926516,5247685,4595805.33,4926515.81,5247685.31,28229,28237,28390,1120939.75,1156855.375,1185.645996,6177505,6470303,6787923,20081,20681,21333,15.07686329,15.78213501,16.48656654,302758.5,326390.3438,351707.9375,92041.676,95272.069,97268.434,1129109.402,1154866.605,1185646,296252.167,319586.771,344183.674,0.03,0.03,0.03,0.0775,0.0775,0.0775,4942906.706,5061058.221,5032807.11,4942769.917,5061058.221,5032807.11,1129109,1154867,1185646,6188780.815,6458930.267,6736152.999,1581700,1543787,1540238,6787923,ActLiabilities_GASB_2016,1185646,payroll_2016,5032807.11,MktAssets_net_2016,5247685,ActAssets_GASB_2016,1540238,UAAL_GASB_2016,28390,actives_tot_2016,21333,beneficiaries_tot_2016,351707.9375,benefits_tot_2016,16486.56654,BeneficiaryBenefit_avg_2016,0.0775,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,97268434,contrib_EE_regular_2016,41762.8038,16486.56717,16486.56717,0.082038344,4,4,4,open,open,open,levpercent,levpercent,levpercent,30,30,30,4,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
66,Montana Teachers,MT,Teachers,NA,NA,NA,3397436,3609847,3798944,3397435.877,3609847.02,3798943.99,17714,17805,18332,712802,729653,673891,5191069,5351392,5483674,14349,14839,15164,21.0657196,21.66699982,22.18799973,302272,321511,336465,70468.354,72215.797,72740.665,750604.063,768718.699,795920.906,285182.358,303675.3,320810.259,0.0325,0.0325,0.0325,0.0775,0.0775,0.0775,3652220.265,3708385.838,3656830.798,3652220.265,3708385.838,3656830.798,750604,768719,795921,5191069.342,5351391.599,5483673.777,1793633,1741545,1684730,5483674,ActLiabilities_GASB_2016,795921,payroll_2016,3656830.798,MktAssets_net_2016,3798944,ActAssets_GASB_2016,1684730,UAAL_GASB_2016,18332,actives_tot_2016,15164,beneficiaries_tot_2016,336465,benefits_tot_2016,22187.99973,BeneficiaryBenefit_avg_2016,0.0775,InvestmentReturnAssumption_GASB_2016,0.0325,InflationAssumption_GASB_2016,72740665,contrib_EE_regular_2016,43417.03033,22188.40675,22188.40675,0.091391815,4,4,4,open,open,open,levpercent,levpercent,levpercent,28,28,24,4,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,24,UAALAmortPeriod_GASB_2016
67,Nebraska Schools,NE,Teachers,NA,NA,NA,8622023.999,9485594.65,10045925.48,8622023.999,9485594.65,10045925.48,40462,40994,41443,1774679.5,1845980,1901967.375,10426112.61,10778303.64,11207298.17,20889,21836,22857,22.13189316,22.365242,22.7243309,462313.125,488367.4063,519410.0313,169200.529,174797.341,178613.265,1697851.809,1751542.327,1808182.946,451130.637,486435.945,512478.1,0.0325,0.0325,0.0325,0.08,0.08,0.08,9450981.723,9685816.053,9698584.81,9450981.723,9685816.053,9698584.81,1774679.549,1845979.997,1901967.362,10426112.61,10778303.64,11207298.17,1804088.61,1292708.987,1161372.691,11207298.17,ActLiabilities_GASB_2016,1901967.362,payroll_2016,9698584.81,MktAssets_net_2016,10045925.48,ActAssets_GASB_2016,1161372.691,UAAL_GASB_2016,41443,actives_tot_2016,22857,beneficiaries_tot_2016,519410.0313,benefits_tot_2016,22724.3309,BeneficiaryBenefit_avg_2016,0.08,InvestmentReturnAssumption_GASB_2016,0.0325,InflationAssumption_GASB_2016,178613265,contrib_EE_regular_2016,45893.57339,22724.33089,22724.33089,0.093909742,5,5,5,closed,closed,NA,levdollar,levpercent,levpercent,26,21,NA,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2015,levpercent,pctdollf_2016,21,UAALAmortPeriod_GASB_2015
68,Nevada Police Officer and Firefighter,NV,Safety,NA,NA,NA,6851249.121,7440771.884,7979794.762,6851249.121,7440771.884,7979794.762,11813,11984,12137,NA,NA,NA,9222718.669,9750896.075,10344779.25,6034,7282,7696,58.99187469,52.9706192,54.64788818,NA,NA,NA,15531.493,15275.708,15997.816,NA,NA,NA,355956.965,385732.053,420570.151,0.035,0.035,0.035,0.08,0.08,0.08,7321813.228,7635342.043,7777949.267,NA,NA,NA,925587.85,947922.755,975244.269,NA,NA,NA,2371500,2311124.191,2364984.488,10344779.25,ActLiabilities_GASB_2016,975244.269,payroll_2016,7777949.267,MktAssets_net_2016,7979794.762,ActAssets_GASB_2016,2364984.488,UAAL_GASB_2016,12137,actives_tot_2016,7696,beneficiaries_tot_2016,420570.151,expense_TotBenefits_2016,54647.88818,BeneficiaryBenefit_avg_2016,0.08,InvestmentReturnAssumption_GASB_2016,0.035,InflationAssumption_GASB_2016,15997816,contrib_EE_regular_2016,80352.99242,54647.88864,54647.88864,0.016403907,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,30,30,30,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
69,Nevada Regular Employees,NV,General-S&L,NA,NA,NA,24614307.82,26277157.89,27916452.52,24614307.82,26277157.89,27916452.52,88709,91124,47899,4263100,2133779,4458.200195,34774341.51,36318260.95,38114382.32,48283,50877,53484,30.25447273,30.90797424,31.62232208,NA,NA,NA,94124.999,99026.837,113790.379,NA,NA,NA,1460776.68,1572505.051,1691288.229,0.035,0.035,0.035,0.08,0.08,0.08,26253267.93,26975378.14,27224079.64,NA,NA,NA,4827560.245,4973695.559,5105827.741,NA,NA,NA,10160033.7,10041103.06,10197929.8,38114382.32,ActLiabilities_GASB_2016,5105827.741,payroll_2016,27224079.64,MktAssets_net_2016,27916452.52,ActAssets_GASB_2016,10197929.8,UAAL_GASB_2016,47899,actives_tot_2016,53484,beneficiaries_tot_2016,1691288.229,expense_TotBenefits_2016,31622.32208,BeneficiaryBenefit_avg_2016,0.08,InvestmentReturnAssumption_GASB_2016,0.035,InflationAssumption_GASB_2016,113790379,contrib_EE_regular_2016,106595.7064,31622.32124,31622.32124,0.022286373,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,30,30,30,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
70,New Hampshire Retirement System,NH,General-S&L,NA,NA,NA,6700553.435,7280760.612,7636066.231,6721799.334,7300276.091,7663416.136,48307,47812,48069,2507898.75,2575031.25,2601403.5,11045173.87,12303635.91,12732865.72,31054,31350,32776,19.40712929,20.13754463,20.45277023,602669,NA,NA,199033,204063,207949,2507899,2575031,2601404,599476,631312,670360,0.03,0.03,0.025,0.0775,0.0775,0.0725,7390628,7509926,7434318,7390628,7509926,7434318,2507898.809,2575030.21,2601403.606,11144214,11471453,12751913,4344620.431,5022875.296,5096799.491,12732865.72,ActLiabilities_GASB_2016,2601403.606,payroll_2016,7434318,MktAssets_net_2016,7636066.231,ActAssets_GASB_2016,5096799.491,UAAL_GASB_2016,48069,actives_tot_2016,32776,beneficiaries_tot_2016,602669,benefits_tot_2014,20452.77023,BeneficiaryBenefit_avg_2016,0.0725,InvestmentReturnAssumption_GASB_2016,0.025,InflationAssumption_GASB_2016,2.08E+08,contrib_EE_regular_2016,54118.11367,18387.50915,18387.50915,0.079937231,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,25,24,23,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,23,UAALAmortPeriod_GASB_2016
71,New Jersey PERS,NJ,General-S&L,NA,NA,NA,29894899.79,30364082.94,30367323.59,29894899.79,30364082.94,30367323.59,266526,259161,254685,12512158,12453207,12447987,49097768.14,51067402.5,53085686.73,160716,166637,170124,19.49775887,19.3818264,20.08024025,NA,NA,NA,797818.225,805142.235,821305.787,11448531.27,11441433.23,11320198.75,3133601.845,3229729.4,3416130.678,0.0301,NA,NA,0.079,0.079,0.0765,28999581.77,28553566.91,26762070.61,28999581.77,28553566.91,26762070.61,11441433.23,11320198.75,11296345.31,67849420.73,74723698.56,85769888.07,19202868.34,20703319.56,22718363.14,53085686.73,ActLiabilities_GASB_2016,11296345.31,payroll_2016,26762070.61,MktAssets_net_2016,30367323.59,ActAssets_GASB_2016,22718363.14,UAAL_GASB_2016,254685,actives_tot_2016,170124,beneficiaries_tot_2016,3416130.678,expense_TotBenefits_2016,20080.24025,BeneficiaryBenefit_avg_2016,0.0765,InvestmentReturnAssumption_GASB_2016,0.0301,InflationAssumption_GASB_2014,821305787,contrib_EE_regular_2016,44354.18384,20080.23958,20080.23958,0.072705443,5,5,5,open,open,open,levdollar,levdollar,levdollar,30,30,30,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levdollar,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
72,New Jersey Police & Fire,NJ,Safety,NA,NA,NA,25128684.75,25939616.26,26348593.23,25128684.75,25939616.26,26348593.23,40106,40359,40789,3775845.75,3790648.25,3828524.25,34604896.57,35722403.47,37470081.25,42576,44252,45625,49.24735641,48.84859085,49.92357254,NA,NA,NA,385660.096,386991.641,388681.408,3678910.266,3682677.356,3695509.355,2096755.393,2161647.846,2277762.983,0.0301,0.0304,NA,0.079,0.079,0.0765,25020485.79,25106858.92,23984726.66,25020485.79,25106858.92,23984726.66,3682677.356,3695509.355,3726807.562,42507164.4,47517765.91,49402169.91,9476211.818,9782787.209,11121488.02,37470081.25,ActLiabilities_GASB_2016,3726807.562,payroll_2016,23984726.66,MktAssets_net_2016,26348593.23,ActAssets_GASB_2016,11121488.02,UAAL_GASB_2016,40789,actives_tot_2016,45625,beneficiaries_tot_2016,2277762.983,expense_TotBenefits_2016,49923.57254,BeneficiaryBenefit_avg_2016,0.0765,InvestmentReturnAssumption_GASB_2016,0.0304,InflationAssumption_GASB_2015,388681408,contrib_EE_regular_2016,91367.95612,49923.57223,49923.57223,0.104293394,5,5,5,open,open,open,levdollar,levdollar,levdollar,30,30,30,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levdollar,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
73,New Jersey Teachers,NJ,Teachers,NA,NA,NA,29044777.9,28301404.18,27169758.35,29044777.9,28301404.18,27169758.35,152812,153452,154163,10505914,10305472,10436205,53749976.64,55359377.07,57865971.16,94822,98230,101246,39.55495834,39.87535477,40.17516708,3750680.25,3916956.25,4067575,716183.306,740296.265,761711.695,10038792.9,10162263.47,10305472.48,3755010.521,3920924.263,4075562.467,0.025,0.025,NA,0.079,0.079,0.0765,27282252.46,25604797.56,22717862.97,27282252.46,25604797.56,22717835.97,10162236.47,10305472.48,10436205.1,81095320,89182662,101746770,24705198.74,27057972.89,30696212.82,57865971.16,ActLiabilities_GASB_2016,10436205.1,payroll_2016,22717862.97,MktAssets_net_2016,27169758.35,ActAssets_GASB_2016,30696212.82,UAAL_GASB_2016,154163,actives_tot_2016,101246,beneficiaries_tot_2016,4067575,benefits_tot_2016,40175.16708,BeneficiaryBenefit_avg_2016,0.0765,InvestmentReturnAssumption_GASB_2016,0.025,InflationAssumption_GASB_2015,761711695,contrib_EE_regular_2016,67695.91344,40175.16741,40175.16741,0.072987421,5,0,0,open,open,NA,levdollar,levdollar,levdollar,30,30,30,0,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2015,levdollar,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
74,New Mexico PERA,NM,General-S&L,NA,NA,NA,13482815.52,14074919.04,14654814.37,13516208.44,14111787.16,14695265.23,49288,49173,48693,2102265.25,2248254.25,2135171.5,17784376.69,18786486.55,19474241.38,33562,35672,37206,27.97299957,27.88500023,28.19799995,938822.75,994731.25,1049143.75,238695.585,251237.811,257624.762,2102265.325,2248254.276,2326943.176,905329.14,966236.566,1024399.237,0.035,0.035,0.0275,0.0775,0.0775,0.0775,14428500.52,14255528.54,13826658.37,14424792.74,14255528.54,13826658.37,2102265.325,2248254.276,2135171.462,17744186.9,18516054.87,19986038.74,4301561.164,4711567.508,4819427.011,19474241.38,ActLiabilities_GASB_2016,2135171.462,payroll_2016,13826658.37,MktAssets_net_2016,14654814.37,ActAssets_GASB_2016,4819427.011,UAAL_GASB_2016,48693,actives_tot_2016,37206,beneficiaries_tot_2016,1049143.75,benefits_tot_2016,28197.99995,BeneficiaryBenefit_avg_2016,0.0775,InvestmentReturnAssumption_GASB_2016,0.0275,InflationAssumption_GASB_2016,257624762,contrib_EE_regular_2016,43849.65934,28198.24088,28198.24088,0.120657646,4,4,4,open,open,open,levpercent,levpercent,levpercent,30,30,30,4,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
75,New Mexico Educational,NM,Teachers,NA,NA,NA,10714996.26,11472378.93,11905958.7,10714996.26,11472378.93,11905958.7,61173,60998,60057,2538882.75,2610297,2538882.75,16971321.73,18014425,18536428.26,42246,44043,45797,21.47999954,20.90582848,21.26129723,NA,NA,NA,268693.991,292822.396,293847.97,2718100.677,2730320.345,2740526.669,868291.382,920755.421,973703.652,0.03,0.03,0.03,0.0775,0.0775,0.0775,11346075.83,11497723.12,11532837.95,11346075.82,11497723.12,11532837.95,2538882.656,2610297.095,2612044.477,17051806.64,17974989.41,18729271.51,6256325.476,6542046.073,6630469.561,18536428.26,ActLiabilities_GASB_2016,2612044.477,payroll_2016,11532837.95,MktAssets_net_2016,11905958.7,ActAssets_GASB_2016,6630469.561,UAAL_GASB_2016,60057,actives_tot_2016,45797,beneficiaries_tot_2016,973703.652,expense_TotBenefits_2016,21261.29723,BeneficiaryBenefit_avg_2016,0.0775,InvestmentReturnAssumption_GASB_2016,0.03,InflationAssumption_GASB_2016,293847970,contrib_EE_regular_2016,43492.7565,21261.29773,21261.29773,0.112497307,5,5,5,open,closed,closed,levpercent,levpercent,levpercent,30,30,30,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
76,New York City ERS,NY,General-Local,NA,NA,NA,50505971,NA,NA,NA,NA,NA,184762,NA,NA,12693712,NA,NA,71839051,NA,NA,142095,NA,NA,26.94385529,NA,NA,3828587.25,NA,NA,447689,467129,485508,12182888,12314958,12336979,4002431,4247483,4409946,0.025,NA,NA,0.07,NA,NA,54421958,54889324,55489504,55005527,55074788,55542313,12693712,12314958,12336979,73024794,75315562,79839135,21333080,NA,NA,71839051,ActLiabilities_GASB_2014,12336979,payroll_2016,55489504,MktAssets_net_2016,50505971,ActAssets_GASB_2014,21333080,UAAL_GASB_2014,184762,actives_tot_2014,142095,beneficiaries_tot_2014,3828587.25,benefits_tot_2014,26943.85529,BeneficiaryBenefit_avg_2014,0.07,InvestmentReturnAssumption_GASB_2014,0.025,InflationAssumption_GASB_2014,4.86E+08,contrib_EE_regular_2016,66772.2746,26943.85622,26943.85622,0.039353881,6,NA,NA,closed,NA,NA,levdollar,NA,NA,15,NA,NA,6,AssetSmoothingPeriod_GASB_2014,closed,openclosedf_2014,levdollar,pctdollf_2014,15,UAALAmortPeriod_GASB_2014
77,New York City Teachers,NY,Teachers,NA,NA,NA,37521424,NA,NA,NA,NA,NA,111726,114652,NA,8274685.5,NA,NA,64986437,NA,NA,80419,82777,NA,47.47942734,48.61582184,NA,NA,NA,NA,154962,158590,173696,7996941.545,8074522,8256100,3818248,4024272,4107455,0.025,NA,NA,0.07,NA,NA,44489939,44254664,43629545,44489939,44254664,43629545,8274686,8074522,8256100,62306379.11,65040368,70000778,27465013,NA,NA,64986437,ActLiabilities_GASB_2014,8256100,payroll_2016,43629545,MktAssets_net_2016,37521424,ActAssets_GASB_2014,27465013,UAAL_GASB_2014,114652,actives_tot_2015,82777,beneficiaries_tot_2015,4107455,expense_TotBenefits_2016,48615.82184,BeneficiaryBenefit_avg_2015,0.07,InvestmentReturnAssumption_GASB_2014,0.025,InflationAssumption_GASB_2014,1.74E+08,contrib_EE_regular_2016,72010.08268,49620.72798,49620.72798,0.021038505,6,NA,NA,closed,NA,NA,levdollar,NA,NA,15,NA,NA,6,AssetSmoothingPeriod_GASB_2014,closed,openclosedf_2014,levdollar,pctdollf_2014,15,UAALAmortPeriod_GASB_2014
78,New York State Teachers,NY,Teachers,NA,NA,NA,90007100,99301800,NA,90007124.56,99301816.38,NA,270039,267715,266350,14771300,15021400,15431,96904500,105401800,NA,155931,158458,161148,41.6497879,42.19093704,42.7038765,6494493,6685491.5,6881644.5,120762,119411,124587,14771301,15149363,15431009,6324546,6513931,6701637,0.03,0.025,NA,0.08,0.08,NA,108155083,109718917,107506142,108155083,109718917,107506142,14771301,15021357,15431009,97015706,99332104,108577184,6897400,6.10E+06,NA,105401800,ActLiabilities_GASB_2015,15431009,payroll_2016,107506142,MktAssets_net_2016,99301800,ActAssets_GASB_2015,6.10E+06,UAAL_GASB_2015,266350,actives_tot_2016,161148,beneficiaries_tot_2016,6881644.5,benefits_tot_2016,42703.8765,BeneficiaryBenefit_avg_2016,0.08,InvestmentReturnAssumption_GASB_2015,0.025,InflationAssumption_GASB_2015,1.25E+08,contrib_EE_regular_2016,57935.08166,42703.8778,42703.8778,0.008073808,5,5,NA,open,open,NA,levpercent,levpercent,NA,NA,NA,NA,5,AssetSmoothingPeriod_GASB_2015,open,openclosedf_2015,levpercent,pctdollf_2015,NA,UAALAmortPeriod_GASB_2014
79,North Carolina Local Government,NC,General-Local,NA,NA,NA,22682380.73,23649311.27,NA,22682380.73,23649311.27,NA,123184,124974,NA,5331287.5,5541839.5,NA,22718130.12,24360119.87,NA,60408,63110,NA,18.35334015,18.72256088,NA,1108688.625,1181580.875,NA,346961,363863,375572,5553383,5650694,5860574,1047766,1117822,1193040,0.03,0.03,NA,0.0725,0.0725,NA,22927586,23047342,22759675,22927586,23047342,22759675,5331287.565,5541839.498,5860574,22375668,23496136,24882010,35749.399,710808.596,NA,24360119.87,ActLiabilities_GASB_2015,5860574,payroll_2016,22759675,MktAssets_net_2016,23649311.27,ActAssets_GASB_2015,710808.596,UAAL_GASB_2015,124974,actives_tot_2015,63110,beneficiaries_tot_2015,1181580.875,benefits_tot_2015,18722.56088,BeneficiaryBenefit_avg_2015,0.0725,InvestmentReturnAssumption_GASB_2015,0.03,InflationAssumption_GASB_2015,3.76E+08,contrib_EE_regular_2016,46894.34602,18722.5618,18722.5618,0.064084508,1,5,NA,closed,closed,NA,levpercent,levdollar,NA,9,12,NA,5,AssetSmoothingPeriod_GASB_2015,closed,openclosedf_2015,levdollar,pctdollf_2015,12,UAALAmortPeriod_GASB_2015
80,North Carolina Teachers and State Employees,NC,General-S&L,NA,NA,NA,64734119.84,66169352.2,NA,64734119.84,66169352.2,NA,307313,305291,NA,12932046,13145602,NA,67715066.54,71521915.4,NA,202250,209053,NA,21.30125999,21.30773354,NA,4308180,4454445.5,NA,825548,854306,864151,13548227,13803148,13934459,3881333,4075030,4224275,0.03,0.03,NA,0.0725,0.0725,NA,65615775,65007030,63268829,65615775,65007030,63268829,12932045.82,13145602.15,13934459,66788196,68692228,72459862,2980946.707,5352563.194,NA,71521915.4,ActLiabilities_GASB_2015,13934459,payroll_2016,63268829,MktAssets_net_2016,66169352.2,ActAssets_GASB_2015,5352563.194,UAAL_GASB_2015,305291,actives_tot_2015,209053,beneficiaries_tot_2015,4454445.5,benefits_tot_2015,21307.73354,BeneficiaryBenefit_avg_2015,0.0725,InvestmentReturnAssumption_GASB_2015,0.03,InflationAssumption_GASB_2015,8.64E+08,contrib_EE_regular_2016,45643.20271,21307.73297,21307.73297,0.062015397,1,1,NA,closed,closed,NA,levdollar,levdollar,NA,12,12,NA,1,AssetSmoothingPeriod_GASB_2015,closed,openclosedf_2015,levdollar,pctdollf_2015,12,UAALAmortPeriod_GASB_2015
81,North Dakota PERS,ND,General-S&L,NA,NA,NA,1895837,2094251.356,2265277.641,1895837.734,2094251.356,2327011.551,22262,22845,23416,973536.375,1024155.938,1122879.125,2938752.2,3052446.5,3396565.467,9355,10089,10518,12.11124516,12.60576153,13.43067074,NA,NA,NA,59394.2,68392.061,74218.276,888452.06,973536.402,1048548,113300.699,127179.525,141263.796,0.035,0.035,0.035,0.08,0.08,0.08,2281582.863,2371710.809,2414895.657,2281582.863,2371710.809,2414895.657,973536.402,1024155.919,1122879.138,2918552.143,3052446.539,3396565.467,1042914.5,958195.1,1131287.826,3396565.467,ActLiabilities_GASB_2016,1122879.138,payroll_2016,2414895.657,MktAssets_net_2016,2265277.641,ActAssets_GASB_2016,1131287.826,UAAL_GASB_2016,23416,actives_tot_2016,10518,beneficiaries_tot_2016,141263.796,expense_TotBenefits_2016,13430.67074,BeneficiaryBenefit_avg_2016,0.08,InvestmentReturnAssumption_GASB_2016,0.035,InflationAssumption_GASB_2016,74218276,contrib_EE_regular_2016,47953.49923,13430.67085,13430.67085,0.066096407,5,5,5,open,open,open,levpercent,levpercent,levpercent,20,20,20,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,20,UAALAmortPeriod_GASB_2016
82,North Dakota Teachers,ND,Teachers,NA,NA,NA,1940473.504,2125017.451,2229292.988,1940473.504,2125017.451,2229292.288,10305,10514,10813,557222.9375,589783.75,627002.3125,3138799.773,3449775.982,3589393.851,7747,8025,8249,21.39818192,22.10817528,22.69765282,165771.7188,177418.1094,187232.9375,56554.767,72268.451,76342.685,580053,615104.86,649724.868,158350.355,168349.762,180617.784,0.03,0.0275,0.0275,0.08,0.0775,0.0775,2090977.056,2141920.8,2124335.288,2090977.056,2141920.8,2124335.288,557222.917,589783.78,627002.353,3138799.773,3449775.982,3589393.851,1198326.269,1324758.531,1360100.863,3589393.851,ActLiabilities_GASB_2016,627002.353,payroll_2016,2124335.288,MktAssets_net_2016,2229292.988,ActAssets_GASB_2016,1360100.863,UAAL_GASB_2016,10813,actives_tot_2016,8249,beneficiaries_tot_2016,187232.9375,benefits_tot_2016,22697.65282,BeneficiaryBenefit_avg_2016,0.0775,InvestmentReturnAssumption_GASB_2016,0.0275,InflationAssumption_GASB_2016,76342685,contrib_EE_regular_2016,57985.97549,22697.65275,22697.65275,0.121758211,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,30,28,27,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,27,UAALAmortPeriod_GASB_2016
83,NY State & Local ERS,NY,General-S&L,NA,NA,NA,1.46E+08,1.57E+08,NA,146139323.3,156796062.5,NA,493209,491558,NA,24360820,24480046,NA,1.59E+08,1.67E+08,NA,389288,396781,NA,19.89213562,20.40624619,NA,7743770,8096810.5,NA,273545,272004,289333,2.44E+07,2.45E+07,2.44E+07,8465061,8907139,9375197,0.027,0.027,0.027,0.075,0.075,0.075,154273363,161213259,156253265,NA,161213259,156253265,24480045,24985412.29,2.44E+07,NA,164591504,172303544,1.27E+07,1.04E+07,NA,1.67E+08,ActLiabilities_GASB_2015,2.44E+07,payroll_2016,156253265,MktAssets_net_2016,1.57E+08,ActAssets_GASB_2015,1.04E+07,UAAL_GASB_2015,491558,actives_tot_2015,396781,beneficiaries_tot_2015,8096810.5,benefits_tot_2015,20406.24619,BeneficiaryBenefit_avg_2015,0.075,InvestmentReturnAssumption_GASB_2016,0.027,InflationAssumption_GASB_2016,2.89E+08,contrib_EE_regular_2016,49564.85298,20406.24551,20406.24551,0.011875431,5,5,5,open,open,open,levpercent,levpercent,levpercent,NA,NA,NA,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,NA,UAALAmortPeriod_GASB_2014
